6|test|LOW|20-Feb-22 11:09:59 AM
6|test|LOW|20-Feb-22 11:10:00 AM
6|test|LOW|20-Feb-22 11:10:01 AM
6|test|LOW|20-Feb-22 11:10:59 AM
6|test|LOW|20-Feb-22 11:11:00 AM
6|test|LOW|20-Feb-22 11:11:01 AM
6|test|LOW|20-Feb-22 11:11:59 AM
6|test|LOW|20-Feb-22 11:12:00 AM
6|test|LOW|20-Feb-22 11:12:01 AM
6|test|LOW|20-Feb-22 11:12:59 AM
6|test|LOW|20-Feb-22 11:13:00 AM
6|test|LOW|20-Feb-22 11:13:01 AM
6|test|LOW|20-Feb-22 11:13:59 AM
6|test|LOW|20-Feb-22 11:14:00 AM
6|test|LOW|20-Feb-22 11:14:01 AM
6|test2222|HIGH|20-Feb-22 11:18:01 AM
6|test2222|HIGH|20-Feb-22 11:18:06 AM
6|test2222|HIGH|20-Feb-22 11:18:11 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:49:27 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:49:30 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:49:33 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:49:36 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:50:24 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:50:27 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:50:30 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:50:33 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:50:36 AM
6|test2222|HIGH|20-Feb-22 11:51:01 AM
6|test2222|HIGH|20-Feb-22 11:51:06 AM
6|test2222|HIGH|20-Feb-22 11:51:11 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:51:24 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:51:27 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:51:30 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:51:34 AM
7|SCANONOFTEST|HIGH|20-Feb-22 11:51:37 AM
6|SCANONOFTEST|HIGH|20-Feb-22 11:55:24 AM
6|SCANONOFTEST|HIGH|20-Feb-22 11:55:27 AM
6|SCANONOFTEST|HIGH|20-Feb-22 11:55:30 AM
6|SCANONOFTEST|HIGH|20-Feb-22 11:55:33 AM
6|test|HIGH|20-Feb-22 12:07:44 PM
6|test|HIGH|20-Feb-22 12:08:24 PM
6|test|HIGH|20-Feb-22 12:08:34 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:25 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:26 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:27 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:28 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:29 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:30 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:31 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:32 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:33 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:34 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:35 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:36 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:37 PM
4|analoginputtest|HIGH|20-Feb-22 12:10:38 PM
1|analoginputtest|LOW|20-Feb-22 12:10:57 PM
1|analoginputtest|LOW|20-Feb-22 12:10:58 PM
5|analoginputtest|LOW|20-Feb-22 12:10:58 PM
1|analoginputtest|LOW|20-Feb-22 12:10:59 PM
5|analoginputtest|LOW|20-Feb-22 12:10:59 PM
1|analoginputtest|LOW|20-Feb-22 12:11:00 PM
5|analoginputtest|LOW|20-Feb-22 12:11:00 PM
1|analoginputtest|LOW|20-Feb-22 12:11:01 PM
5|analoginputtest|LOW|20-Feb-22 12:11:01 PM
1|analoginputtest|LOW|20-Feb-22 12:11:02 PM
5|analoginputtest|LOW|20-Feb-22 12:11:02 PM
1|analoginputtest|LOW|20-Feb-22 12:11:03 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:22 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:23 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:24 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:25 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:26 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:27 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:28 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:29 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:30 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:31 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:32 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:33 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:34 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:35 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:36 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:37 PM
4|analoginputtest|HIGH|20-Feb-22 12:11:38 PM
1|analoginputtest|LOW|20-Feb-22 12:11:57 PM
1|analoginputtest|LOW|20-Feb-22 12:11:58 PM
5|analoginputtest|LOW|20-Feb-22 12:11:58 PM
1|analoginputtest|LOW|20-Feb-22 12:11:59 PM
5|analoginputtest|LOW|20-Feb-22 12:11:59 PM
1|analoginputtest|LOW|20-Feb-22 12:12:00 PM
5|analoginputtest|LOW|20-Feb-22 12:12:00 PM
1|analoginputtest|LOW|20-Feb-22 12:12:01 PM
5|analoginputtest|LOW|20-Feb-22 12:12:01 PM
1|analoginputtest|LOW|20-Feb-22 12:12:02 PM
5|analoginputtest|LOW|20-Feb-22 12:12:02 PM
1|analoginputtest|LOW|20-Feb-22 12:12:03 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:22 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:23 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:24 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:25 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:26 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:27 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:28 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:29 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:30 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:31 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:32 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:33 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:34 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:35 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:36 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:37 PM
4|analoginputtest|HIGH|20-Feb-22 12:12:38 PM
1|testbrzi|HIGH|20-Feb-22 12:24:47 PM
1|testbrzi|HIGH|20-Feb-22 12:25:15 PM
1|testbrzi|HIGH|20-Feb-22 12:25:23 PM
1|testbrzi|HIGH|20-Feb-22 12:25:30 PM
1|testbrzi|HIGH|20-Feb-22 12:25:37 PM
1|testbrzi|HIGH|20-Feb-22 12:25:44 PM
1|testbrzi|HIGH|20-Feb-22 12:25:51 PM
2|testSPORI|LOW|20-Feb-22 12:26:00 PM
1|testbrzi|HIGH|20-Feb-22 12:26:12 PM
3|testbrzi|HIGH|20-Feb-22 12:28:42 PM
3|testbrzi|HIGH|20-Feb-22 12:28:44 PM
3|testbrzi|HIGH|20-Feb-22 12:28:46 PM
3|testbrzi|HIGH|20-Feb-22 12:28:48 PM
3|testbrzi|HIGH|20-Feb-22 12:28:50 PM
3|testbrzi|HIGH|20-Feb-22 12:28:52 PM
3|testbrzi|HIGH|20-Feb-22 12:28:54 PM
3|testbrzi|HIGH|20-Feb-22 12:28:56 PM
3|testbrzi|HIGH|20-Feb-22 12:28:58 PM
4|testspori|HIGH|20-Feb-22 12:33:57 PM
5|testspori|LOW|20-Feb-22 12:34:05 PM
5|testspori|LOW|20-Feb-22 12:35:01 PM
4|testspori|HIGH|20-Feb-22 12:35:57 PM
5|testspori|LOW|20-Feb-22 12:36:05 PM
5|testspori|LOW|20-Feb-22 12:49:04 PM
5|testspori|LOW|20-Feb-22 12:50:00 PM
5|testspori|LOW|20-Feb-22 12:51:04 PM
6|testspori|LOW|20-Feb-22 12:51:04 PM
5|testspori|LOW|20-Feb-22 12:52:03 PM
6|testspori|LOW|20-Feb-22 12:52:03 PM
4|testspori|HIGH|20-Feb-22 12:52:59 PM
6|testspori|LOW|20-Feb-22 12:54:03 PM
6|testspori|LOW|20-Feb-22 12:55:00 PM
